mean,variance,homogeneity,contrast,dissimilarity,entroy,energy,correlation,ASM
-0.2129375736914528,-0.030212089570588144,-0.011227425699695717,-0.19993929269964406,-0.19993929269964406,0.9105438073984272,-0.017884967286980576,-0.20819425327416563,-0.03020891247625634
-0.2140111811520192,-0.02976914064573878,-0.00983479339605507,-0.20034689274672815,-0.20034689274672815,0.9099784767468354,-0.01683870240884817,-0.20906495281335394,-0.02976592083736367
-0.21423484318642785,-0.029707656933367535,-0.009514385259227095,-0.20038417765882285,-0.20038417765882285,0.9098622705558245,-0.01661213310293899,-0.20932046935524387,-0.029704427400973284
-0.2142984978637599,-0.030263277993920118,-0.00899650375313789,-0.19962519113655267,-0.19962519113655267,0.9099111103195269,-0.016477208476569322,-0.2103652066476472,-0.030260033311386884
-0.21567228938849325,-0.02936559351080134,-0.0074912381144700314,-0.20061470687252772,-0.20061470687252772,0.9091407671230765,-0.015201729500263772,-0.21081820089951434,-0.029362301964477974
-0.21634586437716805,-0.02915438303032994,-0.006605902328377824,-0.20081155894144753,-0.20081155894144753,0.9087999742973222,-0.014564531068668929,-0.21135511155070155,-0.0291510640591809
-0.21524688404530304,-0.02987146304884822,-0.0077865513918051465,-0.19999864552072144,-0.19999864552072144,0.9094121113724909,-0.01556814175503421,-0.2110735990446109,-0.02986818104544677
-0.21550591970492625,-0.02930791164573079,-0.007796317088386581,-0.2007180739451293,-0.2007180739451293,0.9092103137598765,-0.015375646532769816,-0.21048374154652152,-0.02930462935128288
-0.21127835795770109,-0.03065468183061225,-0.013615280969432294,-0.1996709227124043,-0.1996709227124043,0.9113878376391548,-0.019571891940099503,-0.20627420241385033,-0.030651577102650474
-0.2153627315647235,-0.029906915471327372,-0.0075744078633288746,-0.19992906716306355,-0.19992906716306355,0.909361818034331,-0.015445499544991961,-0.21131050221548695,-0.029903627048345552
-0.21301977894460722,-0.0332040006188585,-0.009250649531064763,-0.19619215835875606,-0.19619215835875606,0.9110289900289698,-0.01768963518262839,-0.21227984614426568,-0.033200762890033125
-0.21388195935192755,-0.029662536622956606,-0.01015374108694979,-0.20053816298661567,-0.20053816298661567,0.9100331765880926,-0.01700596978925443,-0.2085933176652954,-0.029659326098477934
-0.21534790850583582,-0.029277146293516337,-0.008191371925187691,-0.20089138129771308,-0.20089138129771308,0.909317933465001,-0.01562048847730615,-0.20982438070153123,-0.029273874966197374
-0.21527440825057279,-0.0295224492409681,-0.007997500809762874,-0.20046130081354577,-0.20046130081354577,0.9093480343841711,-0.015579279666724772,-0.2105326214327106,-0.029519173356340037
-0.21527338749947142,-0.02972914992432604,-0.007857051339387187,-0.20019282074316427,-0.20019282074316427,0.9093816516955272,-0.01556307856419932,-0.2108474730102781,-0.029725869871536467
-0.2139036339622025,-0.029748011854990705,-0.010019603338131846,-0.20039021208401595,-0.20039021208401595,0.9100247044701412,-0.01694924487583831,-0.20887898861216622,-0.029744797658780107
-0.21626584313464328,-0.02929645288385792,-0.006608212750433967,-0.20061541098266364,-0.20061541098266364,0.908852164179916,-0.014615527164953469,-0.2115421719976778,-0.029293134283022326
-0.21369221832942478,-0.029825975835842077,-0.010299267487843105,-0.20032096877817196,-0.20032096877817196,0.9101345310034614,-0.017155401704599334,-0.20869695987160863,-0.029822770217799405
-0.21314191770466526,-0.031275434767002584,-0.010144243234649856,-0.198509734534435,-0.198509734534435,0.9106103012264124,-0.017567721468646665,-0.21018928942242146,-0.03127222556015649
-0.21507815972395375,-0.030868074513436383,-0.0075406690760684856,-0.19887283160289485,-0.19887283160289485,0.909701295327103,-0.01577131457235968,-0.21183263020500587,-0.030864784030489104
-0.21474571404892426,-0.029928068140951846,-0.008542588841560594,-0.20000869251916234,-0.20000869251916234,0.9096565106492105,-0.016069916691095535,-0.210428028666536,-0.029924809221818092
-0.21473030493763576,-0.029975198745097922,-0.008531559538934745,-0.19994726578857092,-0.19994726578857092,0.909670280647994,-0.016079474105160352,-0.2104872722023217,-0.029971939541701645
-0.21445632269940337,-0.029484072687731497,-0.009390203728665579,-0.20070054799454415,-0.20070054799454415,0.9097453344138384,-0.01645605867996198,-0.2090767420241638,-0.02948083860482369
-0.21672770398817154,-0.028951701244569052,-0.006196633263355441,-0.20106300989470158,-0.20106300989470158,0.9086039206808313,-0.01423416850370937,-0.21141932468464864,-0.028948369206974023
-0.2117537445227594,-0.03028062026600013,-0.013138873532230004,-0.20009217260739967,-0.20009217260739967,0.9111174780847576,-0.019135348499033034,-0.20634704544849333,-0.030277500601442558
-0.21055950503719437,-0.03098547835227064,-0.014554450433634259,-0.1993771189440863,-0.1993771189440863,0.9117723699862329,-0.020291497915711946,-0.2056447981920051,-0.030982402167243645
-0.2634274700314079,-0.09904685600052594,0.0640498102900965,-0.13176732839936442,-0.13176732839936442,0.9040934377060695,-0.009237279285778636,-0.23385613141047093,-0.09904085446925402
-0.21398875638440415,-0.02980115618987902,-0.009837869411703974,-0.2003001670403232,-0.2003001670403232,0.9099908750032277,-0.01685165220787106,-0.20911317014350497,-0.029797936585218194
-0.21553943147615254,-0.02994234729731859,-0.0072947405487618,-0.19987456898159447,-0.19987456898159447,0.909291839237088,-0.015280900754430511,-0.21154623105061102,-0.029939050146624305
-0.21581173709415377,-0.029771037786572554,-0.006972650520111739,-0.20004512172724578,-0.20004512172724578,0.9091334436150175,-0.015014877549913297,-0.21170516642019252,-0.029767730789582305
-0.21272021733093568,-0.03016159620414237,-0.011619738739136928,-0.20004699730600958,-0.20004699730600958,0.9106388396890663,-0.0181185048122702,-0.20776635709764646,-0.030158430892915394
-0.21421893045756954,-0.029717410981326724,-0.009537105313628788,-0.2003777555235854,-0.2003777555235854,0.909872537709823,-0.016630215896211564,-0.20929918190307084,-0.029714182110844593
-0.21541408406369458,-0.029364522666049175,-0.007897588217789226,-0.20065478120641542,-0.20065478120641542,0.9092609638992252,-0.015460057393037826,-0.21045390560980928,-0.02936124353601424
-0.21393944615962526,-0.030285760040331972,-0.00959875618143202,-0.19969759530970657,-0.19969759530970657,0.9100968955159753,-0.016870934576539702,-0.2097242746203393,-0.030282533318293916
-0.23765404459982722,-0.04851686160625729,0.01903267973608577,-0.19185063697030458,-0.19185063697030458,0.9079817189717533,-0.007765190235053438,-0.20086443299833176,-0.048512595327760484
